Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
21542,0.31,Ideal,G,VVS1,61.7,54.0,4.36,4.39,2.7,789
23954,0.9,Very Good,G,SI1,62.9,56.0,6.11,6.17,3.86,3945
7691,1.24,Very Good,I,VS2,60.0,58.0,6.98,7.03,4.2,6134
13048,0.34,Premium,I,SI1,62.7,58.0,4.43,4.4,2.77,574
24034,0.74,Premium,F,SI1,62.7,59.0,5.78,5.73,3.61,2553
23586,0.34,Ideal,F,VS2,60.8,57.0,4.51,4.54,2.75,699
17772,0.71,Very Good,D,VS1,62.5,58.0,5.68,5.71,3.56,3333
16591,0.74,Very Good,H,SI2,63.1,56.0,5.78,5.75,3.64,2264
12373,0.3,Premium,E,VS2,62.3,58.0,4.32,4.28,2.68,844
19917,1.05,Ideal,J,SI2,62.3,54.0,6.52,6.55,4.07,4126
12366,0.3,Ideal,F,VS2,62.7,57.0,4.27,4.31,2.69,605
12263,1.18,Premium,I,VS1,,59.0,6.73,6.71,4.21,5477
9928,0.96,Premium,G,SI2,,59.0,6.32,6.28,3.85,4059
1983,0.51,Premium,E,SI1,62.5,57.0,5.09,5.06,3.17,1546
11139,1.7,Very Good,F,SI2,63.4,57.0,7.54,7.57,4.79,11091
15264,1.12,Premium,H,SI1,62.2,60.0,6.65,6.59,4.12,5363
8612,0.3,Ideal,G,VVS1,61.5,57.0,4.28,4.31,2.64,764
16358,0.33,Very Good,H,IF,61.7,59.0,4.43,4.45,2.74,787
12180,1.03,Fair,D,SI1,64.4,61.0,6.33,6.25,4.05,4845
15419,0.32,Premium,G,VVS2,61.7,59.0,4.37,4.41,2.71,730
2841,1.23,Ideal,H,SI2,60.6,56.0,6.94,6.92,4.2,6199
17811,1.6,Premium,I,VS2,60.2,58.0,7.63,7.56,4.57,9784
7848,1.01,Premium,F,VS1,61.4,60.0,6.45,6.39,3.94,7792
23244,0.37,Ideal,F,VS1,61.1,56.0,4.64,4.65,2.84,846
26271,0.66,Premium,E,SI1,61.1,56.0,5.68,5.62,3.45,1708
9863,0.43,Premium,F,SI1,62.6,58.0,4.77,4.81,3.0,792
19430,1.05,Very Good,I,SI1,63.5,58.0,6.46,6.43,4.09,4292
24073,0.53,Ideal,H,VS1,61.2,56.0,5.23,5.26,3.21,1601
18588,1.01,Ideal,I,VS2,62.5,56.0,6.38,6.41,4.0,5855
5796,0.41,Ideal,E,VVS2,60.9,56.0,4.81,4.75,2.91,1243
9562,1.03,Ideal,G,SI2,62.1,57.0,6.44,6.42,3.99,4470
7741,1.02,Very Good,F,SI1,63.3,58.0,6.39,6.35,4.03,5038
23371,0.31,Premium,H,SI1,62.4,57.0,4.35,4.31,2.7,558
14000,1.21,Premium,H,SI1,62.5,60.0,6.77,6.7,4.21,5871
17558,0.52,Ideal,D,SI1,61.5,55.0,5.19,5.22,3.2,1600
11734,0.3,Ideal,E,VVS2,61.9,59.0,4.27,4.3,2.65,766
24040,2.14,Premium,I,VS2,59.3,59.0,8.39,8.43,5.0,15418
10177,1.07,Ideal,G,SI1,61.9,55.0,6.57,6.62,4.08,5347
9407,1.0,Good,E,VVS1,64.1,62.0,6.29,6.26,4.02,7084
25484,1.52,Premium,E,VS1,59.9,60.0,7.47,7.39,4.45,16779
4988,1.0,Ideal,F,SI1,62.0,55.0,6.39,6.44,3.98,5239
25132,1.51,Fair,G,I1,65.6,54.0,7.28,7.1,4.72,4167
18204,2.01,Good,I,SI2,64.6,57.0,7.82,7.88,5.07,12681
3404,0.79,Ideal,H,VVS1,62.0,56.0,5.92,5.96,3.68,3675
19161,0.6,Ideal,F,SI2,61.7,56.0,5.41,5.38,3.33,1562
7431,1.15,Ideal,I,VS1,62.1,55.0,6.76,6.67,4.18,5626
13073,0.55,Ideal,H,SI1,62.1,56.0,5.2,5.26,3.25,1319
13825,1.0,Premium,J,SI1,60.8,58.0,6.44,6.39,3.9,3780
1985,1.01,Premium,G,VS2,61.2,57.0,6.46,6.41,3.94,5701
10699,1.23,Very Good,E,VS2,58.9,59.0,6.98,7.05,4.13,9193
26335,0.31,Premium,G,VS2,61.0,56.0,4.37,4.35,2.66,698
321,0.3,Good,H,SI1,63.4,60.0,4.23,4.25,2.69,432
3501,0.31,Ideal,G,VVS1,61.6,56.0,4.35,4.39,2.69,816
24089,1.12,Premium,G,IF,60.9,57.0,6.79,6.68,4.1,9126
13098,0.34,Very Good,D,VS2,62.9,56.0,4.44,4.5,2.81,805
7234,0.61,Ideal,H,VS2,62.0,53.0,5.47,5.49,3.4,1591
14977,0.5,Very Good,H,VS2,62.9,58.0,5.08,5.1,3.2,1337
18796,0.42,Ideal,F,VVS1,61.3,56.0,4.82,4.83,2.96,1326
4423,1.59,Ideal,J,VS2,62.9,58.0,7.45,7.39,4.66,8681
3441,1.24,Premium,F,SI1,62.6,59.0,6.86,6.76,4.26,6125
13793,0.73,Ideal,E,SI1,61.4,56.0,5.79,5.81,3.56,2886
20670,0.31,Ideal,F,IF,62.1,56.0,4.33,4.36,2.7,979
4514,0.3,Premium,I,VS1,61.6,61.0,4.28,4.23,2.62,567
249,0.44,Good,E,VS2,59.0,64.0,5.01,4.94,2.93,1001
19507,0.71,Very Good,G,VS2,62.9,57.0,5.69,5.72,3.59,2598
23133,0.73,Ideal,F,SI2,62.7,57.0,5.75,5.79,3.62,2276
10793,1.21,Very Good,H,VS1,63.3,58.0,6.77,6.72,4.27,6871
17728,1.27,Very Good,I,I1,60.2,62.0,7.0,7.05,4.23,3665
18563,0.9,Good,G,VS1,63.7,56.0,6.07,6.15,3.89,4540
21600,1.09,Ideal,I,VS2,61.8,57.0,6.55,6.59,4.06,5904
1642,1.2,Premium,H,VS2,60.7,60.0,6.88,6.82,4.16,6250
8613,1.59,Premium,I,VS2,62.9,56.0,7.48,7.43,4.69,10471
5501,0.92,Premium,H,SI1,59.0,59.0,6.36,6.31,3.74,3709
20982,0.33,Ideal,H,SI2,61.4,55.0,4.47,4.49,2.75,433
12219,0.3,Ideal,J,VS2,61.9,56.0,4.33,4.3,2.67,630
7275,0.41,Ideal,F,VVS2,61.2,56.0,4.78,4.8,2.93,1115
22797,1.19,Ideal,F,VVS2,60.8,57.0,6.85,6.83,4.16,10748
189,0.42,Ideal,G,VVS2,60.6,56.0,4.86,4.88,2.95,933
2594,1.0,Good,G,SI1,57.2,59.0,6.66,6.62,3.8,4758
10701,0.7,Ideal,E,VS2,61.7,56.0,5.74,5.71,3.53,2979
22970,1.63,Ideal,G,SI2,62.6,53.0,7.55,7.49,4.71,10680
17996,0.71,Ideal,I,VVS2,61.6,56.0,5.72,5.8,3.56,2145
11564,0.31,Very Good,H,VS2,63.0,57.0,4.32,4.34,2.73,489
19441,1.11,Premium,D,I1,61.9,58.0,6.66,6.63,4.11,3655
9227,0.72,Ideal,I,VS2,61.7,56.0,5.75,5.8,3.56,2650
11670,1.56,Premium,G,VS1,60.9,58.0,7.49,7.53,4.57,14139
13267,0.74,Very Good,G,SI2,63.8,56.0,5.7,5.74,3.65,2423
6376,0.32,Premium,I,IF,60.3,58.0,4.45,4.41,2.67,864
5745,0.71,Ideal,E,VS1,62.1,53.0,5.76,5.73,3.57,2963
24652,2.06,Premium,I,VS1,58.4,55.0,8.42,8.35,4.9,15393
2702,0.7,Good,E,SI1,63.5,58.0,5.62,5.65,3.58,2569
23421,1.17,Ideal,I,SI2,61.8,54.0,6.78,6.82,4.2,4999
1378,0.34,Ideal,I,IF,61.9,55.0,4.5,4.52,2.79,695
5476,1.33,Ideal,G,VVS1,62.2,54.0,7.02,7.06,4.38,12255
7515,1.33,Ideal,J,VS1,61.3,57.0,7.11,7.08,4.35,6118
7617,0.91,Very Good,E,SI2,63.8,60.0,6.05,6.09,3.87,3751
7125,0.58,Ideal,H,VS1,61.1,57.0,5.38,5.42,3.3,1759
22034,0.49,Very Good,H,VVS2,62.3,57.0,5.02,5.05,3.14,1588
22632,0.31,Good,I,VS2,63.1,54.0,4.31,4.34,2.73,435
9060,0.56,Premium,D,SI1,61.0,60.0,5.28,5.25,3.21,1605
4925,0.99,Fair,J,SI1,58.0,67.0,6.57,6.5,3.79,2949
17681,0.32,Ideal,F,VS2,61.9,56.0,4.44,4.41,2.74,828
1057,0.23,Very Good,E,VVS2,61.9,57.0,3.91,3.94,2.43,505
14085,0.32,Ideal,F,VVS1,61.4,56.0,4.42,4.38,2.7,990
11773,0.71,Very Good,G,SI1,63.2,58.0,5.68,5.65,3.58,2147
8264,0.51,Ideal,E,SI1,60.9,56.0,5.16,5.19,3.15,1585
16616,0.36,Ideal,E,VVS2,61.8,54.0,4.6,4.62,2.85,928
13756,1.51,Good,J,VS1,60.6,55.0,7.3,7.36,4.44,7848
14441,2.0,Good,G,VS2,64.1,55.0,7.94,7.88,5.07,17898
26249,1.02,Very Good,E,SI2,63.0,57.0,6.39,6.44,4.04,4398
10868,0.41,Ideal,J,VS1,61.3,57.0,4.81,4.84,2.96,648
26307,0.61,Premium,H,VS1,59.6,61.0,5.53,5.44,3.27,1793
5407,0.39,Good,F,VVS2,57.7,61.0,4.91,4.8,2.8,1058
5278,0.3,Premium,F,IF,60.7,58.0,4.33,4.37,2.64,947
700,0.49,Ideal,D,VS1,62.3,55.0,5.03,5.05,3.14,1934
25011,0.42,Ideal,G,VVS2,61.3,56.0,4.81,4.82,2.95,1031
128,0.55,Premium,G,SI2,60.3,58.0,5.35,5.33,3.22,1186
6583,1.0,Premium,G,VS1,62.4,59.0,6.4,6.35,3.98,6727
25540,0.34,Ideal,G,VVS1,61.8,56.0,4.48,4.51,2.78,913
15310,0.37,Ideal,F,VVS1,61.3,56.0,4.65,4.68,2.86,997
5306,1.05,Ideal,H,SI1,61.9,57.0,6.54,6.57,4.06,5342
4597,1.13,Premium,H,VS2,60.6,58.0,6.81,6.72,4.1,5885
3542,0.32,Premium,J,VS1,61.9,58.0,4.39,4.33,2.7,540
15026,0.99,Very Good,F,SI2,61.2,56.0,6.4,6.45,3.93,4852
22359,0.31,Premium,I,VVS1,61.0,58.0,4.39,4.33,2.66,732
14627,0.71,Premium,J,SI1,62.4,61.0,5.68,5.63,3.53,1690
22725,0.8,Very Good,J,VS1,63.4,56.0,5.9,5.87,3.73,2321
198,0.24,Ideal,F,VVS2,61.6,54.0,4.0,4.09,2.49,552
13587,0.42,Premium,G,VS2,60.1,61.0,4.86,4.79,2.9,1087
21871,0.73,Very Good,G,VS1,61.0,60.0,5.76,5.84,3.54,2708
8729,1.22,Fair,I,SI1,66.2,60.0,6.61,6.56,4.36,4099
19872,0.5,Premium,F,VVS2,60.9,58.0,5.13,5.09,3.11,2016
26257,0.32,Ideal,F,IF,61.3,57.0,4.4,4.44,2.71,929
5350,0.31,Very Good,E,VVS1,60.0,56.0,4.45,4.49,2.68,1039
23128,0.9,Very Good,H,SI2,59.6,59.0,6.38,6.24,3.76,3250
14921,1.0,Premium,E,VVS2,61.6,59.0,6.46,6.42,3.97,9050
11416,0.34,Ideal,F,VS2,61.5,55.0,4.53,4.57,2.8,726
6872,1.01,Good,F,VS1,61.8,57.0,6.34,6.44,3.95,6626
15379,0.5,Ideal,D,SI1,61.6,55.0,5.13,5.1,3.15,1654
13509,0.7,Very Good,E,VVS2,59.2,61.0,5.79,5.84,3.44,3154
24577,1.01,Very Good,G,VVS2,62.5,54.0,6.38,6.41,4.0,7137
20458,1.62,Premium,G,VS1,60.7,58.0,7.62,7.54,4.6,14447
9985,0.38,Ideal,F,VVS1,61.9,54.0,4.7,4.67,2.9,1257
26870,3.24,Premium,H,I1,62.1,58.0,9.44,9.4,5.85,12300
741,0.6,Very Good,J,VS1,62.6,56.0,5.37,5.41,3.37,1378
13276,1.01,Good,E,SI2,63.7,58.0,6.32,6.36,4.04,4666
7751,0.4,Very Good,E,VS1,60.5,61.0,4.72,4.74,2.86,1053
11566,0.5,Ideal,E,VS2,61.4,57.0,5.08,5.11,3.13,1624
17668,0.54,Ideal,F,VVS2,61.2,55.0,5.25,5.27,3.22,2216
11907,0.75,Very Good,H,SI2,60.4,60.0,5.89,5.93,3.57,2106
26694,1.7,Ideal,J,SI1,60.9,57.0,7.73,7.66,4.69,8758
6985,0.31,Premium,H,VS1,62.8,58.0,4.31,4.29,2.7,698
8425,0.56,Ideal,G,VS2,62.2,57.0,5.29,5.25,3.28,1585
22380,0.32,Good,D,SI1,,56.0,4.37,4.34,2.77,756
18897,0.53,Ideal,H,VVS1,61.6,54.0,5.2,5.25,3.22,1743
9482,0.4,Premium,F,VS1,61.4,58.0,4.73,4.75,2.91,982
21947,1.14,Ideal,H,SI1,60.4,57.0,6.78,6.83,4.11,5861
18482,0.72,Good,E,SI1,63.9,58.0,5.72,5.64,3.63,2305
10493,1.02,Premium,D,SI2,62.1,57.0,6.41,6.37,3.97,4381
6254,0.91,Ideal,E,SI1,61.0,57.0,6.2,6.26,3.8,4392
12250,1.21,Premium,J,VS1,,60.0,6.99,6.9,4.13,5556
3858,1.39,Ideal,F,SI2,62.2,56.0,7.2,7.15,4.46,5021
9353,0.91,Premium,E,SI1,61.9,61.0,6.12,6.1,3.78,4138
26563,0.24,Very Good,F,VVS1,61.8,59.0,3.93,4.0,2.45,552
24279,1.02,Very Good,D,SI1,62.7,57.0,6.42,6.5,4.05,5839
4232,0.27,Very Good,E,VVS2,59.4,64.0,4.16,4.19,2.48,567
4551,0.7,Good,G,SI1,63.7,60.0,5.57,5.51,3.53,2150
15630,0.33,Ideal,E,VS2,61.3,55.0,4.46,4.48,2.74,723
16605,0.3,Good,I,VVS1,63.8,56.0,4.23,4.26,2.71,552
24673,0.92,Premium,E,SI2,61.7,59.0,6.27,6.18,3.84,3941
499,1.16,Very Good,H,SI2,61.8,58.0,6.75,6.81,4.19,4785
10933,1.2,Ideal,F,VVS1,62.0,56.0,6.76,6.82,4.21,11455
26441,0.3,Ideal,E,VS2,62.5,56.0,4.3,4.28,2.68,844
8262,0.42,Premium,G,VVS2,61.6,60.0,4.85,4.8,2.97,1029
22291,0.31,Very Good,D,SI1,63.4,58.0,4.35,4.32,2.75,732
25439,0.4,Ideal,E,SI1,61.1,56.0,4.79,4.77,2.92,945
12323,0.53,Very Good,G,SI2,60.9,55.0,5.26,5.29,3.21,1092
21124,0.7,Good,E,VS2,58.7,63.0,5.69,5.73,3.35,2912
7551,1.23,Very Good,I,SI1,60.5,58.0,6.9,6.94,4.19,5763
24458,0.9,Very Good,G,VS2,58.5,59.0,6.35,6.36,3.72,4484
2703,0.96,Premium,D,SI2,60.0,61.0,6.36,6.32,3.81,4274
1667,0.5,Premium,E,SI1,62.4,60.0,4.98,4.96,3.1,1238
13727,1.32,Ideal,G,VS1,61.4,54.0,7.09,7.13,4.37,9715
26495,0.33,Premium,G,VVS2,59.5,60.0,4.55,4.52,2.7,965
10227,0.3,Very Good,D,SI2,61.2,60.0,4.28,4.31,2.63,447
12337,0.9,Very Good,I,VS2,62.0,63.0,6.13,6.03,3.77,3338
4646,1.01,Ideal,F,SI1,60.0,56.0,6.55,6.49,3.91,5274
20899,0.4,Very Good,H,VS1,61.3,59.0,4.79,4.74,2.92,818
5367,0.6,Premium,D,SI1,60.4,60.0,5.44,5.48,3.3,1896
26433,0.72,Premium,D,SI2,61.3,59.0,5.79,5.76,3.54,2155
12878,1.68,Ideal,H,VS2,61.3,56.0,7.77,7.67,4.73,13427
9609,0.41,Ideal,G,VS2,59.8,57.0,4.81,4.85,2.89,827
1988,0.31,Ideal,G,VS1,60.8,57.0,4.39,4.42,2.68,645
13303,0.33,Ideal,F,VVS2,61.9,56.0,4.42,4.46,2.75,810
5010,0.8,Ideal,E,VS2,62.2,57.0,5.98,5.95,3.71,3584
1430,1.52,Very Good,G,VS2,60.8,57.0,7.41,7.49,4.53,12596
20601,1.51,Ideal,G,VS1,60.8,57.0,7.37,7.44,4.5,14779
1300,0.4,Premium,G,SI1,62.0,59.0,4.72,4.7,2.92,900
9698,0.71,Premium,G,SI2,62.3,55.0,5.72,5.68,3.55,1977
25292,1.23,Ideal,I,VS1,,57.0,6.88,6.9,4.21,7881
6443,0.54,Very Good,F,SI1,63.0,60.0,5.13,5.12,3.23,1356
8006,0.32,Ideal,D,VS1,61.5,56.0,4.41,4.43,2.72,862
13711,0.72,Ideal,G,VS1,61.6,56.0,5.75,5.78,3.55,3478
687,0.9,Good,F,SI1,63.2,61.0,6.09,6.13,3.86,3950
10310,0.32,Good,E,SI1,63.4,55.0,4.35,4.36,2.76,561
2942,0.84,Premium,E,VS2,62.4,60.0,6.04,5.98,3.75,3528
7261,0.9,Premium,G,SI2,59.5,61.0,6.33,6.28,3.75,3326
8031,0.42,Premium,F,SI1,61.8,58.0,4.81,4.84,2.98,773
9283,2.39,Ideal,I,VS2,62.2,55.0,8.58,8.56,5.33,17955
2834,0.31,Very Good,I,VS2,60.8,60.0,4.37,4.42,2.67,435
8719,0.9,Very Good,E,SI2,63.2,61.0,6.06,5.99,3.81,3239
3575,0.41,Premium,E,SI2,61.3,57.0,4.83,4.79,2.95,876
7564,0.9,Premium,E,SI2,62.6,60.0,6.18,6.09,3.84,3599
26923,0.72,Premium,J,VS1,63.0,56.0,5.72,5.67,3.59,1875
16058,0.74,Fair,E,SI2,66.7,62.0,5.49,5.43,3.64,2617
19314,0.81,Premium,H,SI2,62.2,56.0,5.98,5.92,3.7,2534
18271,0.41,Ideal,E,SI1,62.6,57.0,4.72,4.73,2.96,755
16052,0.46,Ideal,I,VS1,62.2,54.0,4.95,4.99,3.09,906
1526,1.02,Premium,E,SI2,62.9,56.0,6.43,6.36,4.02,4478
9729,1.71,Ideal,J,SI1,62.8,57.0,7.58,7.55,4.75,6320
19552,1.43,Very Good,G,VS2,62.2,58.0,7.15,7.18,4.46,10419
18186,0.35,Ideal,G,VS2,62.5,53.0,4.53,4.56,2.84,615
7769,0.36,Ideal,E,VS1,62.0,55.0,4.58,4.6,2.85,828
15658,0.47,Premium,E,SI2,58.7,60.0,5.13,5.09,3.0,1072
2819,1.27,Very Good,I,SI1,63.1,59.0,6.83,6.87,4.32,5953
7853,1.01,Good,D,SI2,65.1,57.0,6.27,6.32,4.1,4468
18258,1.44,Ideal,D,SI1,63.0,55.0,7.23,7.18,4.54,10725
17412,0.4,Ideal,E,VS1,62.1,55.0,4.75,4.79,2.96,898
20487,0.26,Premium,E,VVS2,60.8,61.0,4.13,4.12,2.51,724
4584,1.08,Ideal,D,SI2,61.6,57.0,6.58,6.62,4.07,5256
13338,1.31,Ideal,F,VS1,61.9,54.0,7.03,7.06,4.35,10957
9385,1.0,Premium,J,SI1,62.8,59.0,6.37,6.27,3.97,3780
26303,1.05,Premium,I,SI2,58.3,57.0,6.72,6.67,3.9,2911
18893,0.71,Very Good,F,SI1,63.3,60.0,5.61,5.54,3.53,2198
3727,0.71,Premium,F,SI1,60.7,54.0,5.84,5.8,3.53,2809
2874,1.0,Fair,H,VS2,64.8,55.0,6.35,6.28,4.09,3819
12589,2.0,Premium,J,VVS2,63.0,59.0,8.0,7.97,5.03,15214
10336,0.76,Ideal,D,VS2,60.2,56.0,5.92,5.95,3.57,3352
22029,0.52,Ideal,D,SI1,60.0,56.0,5.24,5.19,3.13,1720
12661,0.71,Ideal,G,SI1,60.5,56.4,5.76,5.8,3.5,2751
20704,1.54,Ideal,F,VS2,61.9,57.0,7.42,7.35,4.57,12978
20259,0.31,Very Good,F,SI1,60.6,60.0,4.34,4.37,2.64,516
1786,0.55,Ideal,E,VS2,61.5,57.0,5.25,5.29,3.24,1665
15300,1.04,Very Good,H,SI1,62.8,57.0,6.44,6.48,4.06,4564
24819,0.59,Ideal,G,VS2,62.6,54.0,5.38,5.32,3.35,1789
23553,0.74,Ideal,H,VS2,62.2,55.0,5.83,5.81,3.62,3178
13705,0.31,Very Good,F,VS2,61.5,56.0,4.34,4.41,2.69,625
6615,0.34,Very Good,G,IF,59.4,56.0,4.59,4.63,2.74,917
22872,1.04,Ideal,G,VS1,61.2,58.0,6.5,6.53,3.99,7375
23792,0.3,Premium,H,VS2,61.1,59.0,4.37,4.3,2.65,608
22824,0.34,Ideal,E,VS2,62.2,55.0,4.48,4.49,2.79,745
21342,2.02,Ideal,I,SI2,60.9,60.0,8.08,8.14,4.94,14027
17118,2.01,Premium,G,VS2,61.4,58.0,8.11,7.99,4.94,17987
5591,0.4,Ideal,G,VVS2,61.5,57.0,4.74,4.76,2.92,1172
19274,1.37,Very Good,H,VS1,62.0,59.0,7.08,7.12,4.4,9046
1093,0.31,Ideal,G,IF,62.0,54.0,4.39,4.35,2.71,1028
23373,1.51,Premium,H,VS1,61.0,60.0,7.34,7.29,4.46,11263
9192,0.5,Very Good,E,VS2,62.1,62.0,5.08,5.1,3.16,1451
6439,1.15,Premium,H,SI1,62.0,58.0,6.77,6.66,4.16,5506
2363,1.35,Premium,G,VS1,62.1,59.0,7.06,7.02,4.37,10012
20455,1.01,Premium,E,VVS1,61.6,58.0,6.57,6.45,4.01,10888
5148,0.4,Good,I,VVS1,63.3,57.0,4.67,4.71,2.97,842
26360,0.3,Ideal,E,VVS1,61.4,56.0,4.33,4.37,2.67,895
23576,0.31,Very Good,G,VVS1,58.8,59.0,4.44,4.47,2.62,778
21009,0.31,Ideal,D,VS2,60.7,57.0,4.37,4.4,2.66,803
743,0.7,Ideal,D,VS2,62.4,57.0,5.68,5.61,3.52,2867
20352,1.01,Ideal,E,VVS1,62.0,57.0,6.45,6.39,3.98,11154
1857,0.8,Good,F,VS2,60.5,62.3,5.97,6.01,3.62,3283
4480,1.03,Ideal,H,VVS2,62.2,55.0,6.43,6.49,4.03,6638
6035,2.02,Premium,H,VS2,62.7,53.0,8.02,7.95,0.0,18207
9526,1.7,Premium,J,VS2,62.8,59.0,7.6,7.55,4.76,9939
20896,0.41,Ideal,D,VS2,62.4,55.0,4.79,4.76,2.98,1076
7157,0.3,Premium,G,VS2,62.2,60.0,4.25,4.24,2.64,675
11872,1.2,Good,G,VS2,57.8,59.0,7.06,7.0,4.06,8032
22302,0.7,Good,E,VS1,59.4,61.0,5.79,5.83,3.45,3063
21702,1.0,Premium,G,SI1,61.9,62.0,6.22,6.18,3.84,5154
2529,0.31,Good,D,SI2,63.7,55.0,4.35,4.32,2.76,593
7194,1.4,Ideal,H,SI2,61.2,56.0,7.18,7.23,4.41,7084
4187,0.84,Very Good,G,SI2,62.8,57.0,6.0,6.04,3.78,3015
17566,1.58,Premium,H,SI1,61.5,59.0,7.47,7.45,4.59,10738
5592,0.7,Good,F,SI1,59.7,64.0,5.71,5.74,3.42,2337
3564,0.3,Premium,F,VVS2,61.0,59.0,4.33,4.3,2.63,945
6740,0.74,Very Good,H,SI2,62.1,58.0,5.82,5.78,3.6,2222
13762,0.25,Premium,G,SI2,58.8,60.0,5.33,5.28,3.12,1186
8583,0.5,Premium,E,SI1,61.4,58.0,5.17,5.09,3.15,1155
18937,0.42,Premium,F,SI1,62.7,55.0,4.83,4.8,3.02,992
1918,0.71,Premium,E,SI1,59.1,61.0,5.84,5.8,3.44,2863
4094,0.95,Ideal,J,VVS2,60.6,57.0,6.4,6.34,3.86,3558
6589,0.34,Ideal,H,VS1,62.2,55.0,4.47,4.49,2.79,620
5593,0.7,Good,H,VS2,62.2,61.6,5.63,5.66,3.51,2428
7819,1.13,Premium,G,VS1,58.6,59.0,6.91,6.84,4.03,7404
16676,0.33,Ideal,F,VVS1,61.8,57.0,4.47,4.43,2.75,1021
21857,1.51,Premium,H,VS1,62.4,60.0,7.34,7.27,4.56,10939
2534,0.34,Ideal,D,VVS1,62.4,55.0,4.49,4.45,2.79,1211
26220,1.51,Premium,F,IF,60.5,61.0,7.5,7.4,4.45,18102
13457,1.01,Good,J,SI2,59.5,62.0,6.42,6.46,3.83,3756
8109,0.57,Ideal,G,VS2,61.8,56.0,5.3,5.35,3.29,1608
6224,0.71,Ideal,H,VS1,60.8,57.0,5.74,5.79,3.51,3229
24758,0.4,Premium,I,VVS1,62.7,59.0,4.67,4.71,2.94,842
2178,0.53,Very Good,J,SI1,62.7,54.0,5.17,5.23,3.26,1014
25323,0.31,Ideal,F,VVS1,61.1,56.0,4.37,4.4,2.68,975
18138,0.53,Ideal,E,VS1,61.6,55.6,5.19,5.24,3.22,2019
13259,1.06,Ideal,H,VS2,62.3,53.0,6.58,6.56,4.09,6619
10624,0.33,Premium,E,VS1,61.5,59.0,4.42,4.46,2.73,781
19908,0.32,Ideal,I,VS2,62.2,57.0,4.39,4.42,2.74,449
16992,1.15,Very Good,E,SI2,60.0,59.0,6.78,6.82,4.08,5257
23890,0.81,Very Good,F,SI1,61.3,57.0,6.02,6.05,3.7,2858
23404,0.37,Premium,E,SI2,59.5,61.0,4.7,4.68,2.79,666
7433,1.23,Very Good,H,VS2,61.6,59.0,6.84,6.86,4.22,6459
11471,0.52,Ideal,G,SI2,62.1,56.0,5.13,5.18,3.2,1210
21228,0.71,Premium,J,SI2,60.7,59.0,5.75,5.71,3.48,1609
20958,0.31,Ideal,D,VS1,60.5,55.0,4.43,4.39,2.67,877
12089,0.71,Good,E,SI2,58.7,61.0,5.73,5.78,3.38,2226
22874,0.57,Ideal,G,I1,,57.0,5.46,5.42,3.24,1019
21537,1.03,Very Good,F,SI1,62.5,59.0,6.41,6.45,4.02,4282
10904,0.72,Very Good,I,VS1,63.5,57.0,5.66,5.68,3.6,2369
18867,1.07,Premium,H,SI1,62.1,58.0,6.56,6.49,4.05,5055
8869,0.37,Premium,G,IF,59.8,58.0,4.71,4.69,2.81,1064
47,0.43,Premium,F,VS1,62.5,58.0,4.85,4.78,3.01,1129
2898,1.06,Premium,I,SI2,61.5,58.0,6.59,6.55,4.04,3847
23398,1.52,Very Good,I,VS1,62.9,59.9,7.27,7.31,4.59,10032
13578,1.2,Premium,H,SI1,62.9,56.0,6.8,6.74,4.26,6129
7577,0.6,Ideal,I,VVS1,,56.0,5.39,5.43,3.35,1715
7107,0.41,Ideal,G,VVS1,61.8,55.0,4.76,4.79,2.95,1000
11567,1.0,Premium,G,VS1,62.9,60.0,6.36,6.29,3.98,6989
23897,0.35,Very Good,D,VS2,62.8,58.0,4.47,4.51,2.82,685
19136,0.64,Fair,F,VS2,57.0,62.5,5.67,5.78,3.26,2063
25491,1.54,Premium,J,VS2,59.3,59.0,7.54,7.5,4.46,6202
23254,0.31,Ideal,G,IF,62.6,53.0,4.36,4.39,2.74,891
1567,1.5,Very Good,D,SI1,63.4,58.0,7.16,7.25,4.57,11352
17886,0.54,Ideal,H,IF,60.3,55.0,5.29,5.33,3.2,2210
18005,0.35,Ideal,G,VVS2,61.8,55.0,4.54,4.56,2.81,756
26624,0.51,Ideal,D,VS2,62.7,55.0,5.12,5.09,3.2,1882
13944,1.01,Very Good,I,SI2,62.1,56.0,6.41,6.45,3.99,3770
1759,0.32,Ideal,E,VVS2,60.9,55.0,4.41,4.43,2.69,837
2049,0.71,Ideal,E,SI1,61.7,56.0,5.74,5.77,3.55,2494
1149,0.5,Ideal,E,VS2,60.6,59.0,5.1,5.2,3.12,1655
11024,0.8,Premium,J,SI1,58.4,59.0,6.12,6.04,3.55,2016
26947,0.9,Very Good,D,SI2,60.3,63.0,6.22,6.12,3.72,3473
5608,0.32,Ideal,G,VVS2,62.0,54.0,4.39,4.42,2.73,708
19739,0.6,Very Good,F,VVS1,61.2,58.0,5.42,5.46,3.33,3333
8001,2.32,Good,J,SI1,60.3,61.0,8.56,8.52,5.15,13654
22467,0.32,Ideal,E,VS2,61.4,56.0,4.4,4.43,2.71,702
13603,1.58,Ideal,F,SI1,60.2,56.0,7.57,7.64,4.58,12991
5996,1.63,Ideal,E,SI2,61.7,57.0,7.5,7.54,4.64,10357
585,0.38,Ideal,D,VVS2,61.5,57.0,4.67,4.63,2.86,1257
